thread_count,gsm,tensile_strength,shrinkage_percent,color_fastness,fabric_thickness,defect_count,elongation_percent,moisture_absorption,fabric_type,weave_type,finish_type,production_method,batch_id,roll_number,inspection_time_minutes,warehouse_id,operator_name,inspection_shift,machine_temperature,humidity_level,inspection_notes,fabric_quality
293.0,183.0,65.04554481366543,7.13830227994584,4,0.8514176892095187,11,27.220340318691427,3.7489229152790724,silk,satin,dyed,handloom,482249,1675,53.260537519108894,WH-A,Anita,Night,23.874554607345758,33.53966952245973,Looks fine,Low
287.0,237.0,52.830045159962026,5.137717767932734,3,0.5221788954718921,9,23.624020149723307,13.537342050534525,,twill,dyed,powerloom,667054,2317,24.88857430355628,WH-C,Suresh,Morning,27.328049002467225,37.61351716714437,OK,Low
272.0,211.0,50.98659310509129,8.467073663070632,2,0.393208925142841,11,17.950591887322474,9.001036626006691,silk,satin,raw,handloom,226838,4029,10.699804848842042,WH-A,Anita,Night,30.927535870134356,70.62626800890274,Recheck,Low
119.0,131.0,111.228670602939,2.213122572980039,4,0.46414739283824225,9,22.873617481815728,6.716134344934449,silk,satin,printed,handloom,152687,4355,18.614568040237224,WH-A,Priya,,22.096280279635394,49.39772362308135,OK,High
103.0,221.0,15.131922744902884,5.669166175783743,4,0.3386942274756388,2,7.094168606684892,11.029988644555036,cotton,satin,printed,handloom,869122,3125,13.35178911990392,WH-A,Ramesh,Night,32.59148792443283,52.11642006125744,Recheck,Medium
314.0,95.0,30.7415791343691,7.752372019378734,2,1.3539888619922769,14,39.79418885566087,13.476855007867378,wool,satin,raw,handloom,533321,3549,11.75169728850638,WH-A,Anita,Morning,40.37031981871661,77.87002583719796,Approved,Low
335.0,322.0,97.87440444354972,5.432948635443867,4,1.3016427814071418,2,26.097409649316536,6.882047584055319,linen,satin,raw,handloom,464572,2958,31.79156119017181,WH-B,Priya,Night,43.362843054289286,50.62103296438862,Approved,High
254.0,160.0,92.61199089454254,6.83431349831314,1,0.6108457663798473,6,26.44110549986201,13.289346506924247,cotton,satin,raw,powerloom,618424,4269,7.7647737943437996,WH-B,Anita,Morning,25.76615374689058,58.35798227648216,Recheck,Medium
233.0,266.0,51.453230292493636,1.6516553153573743,3,0.8975928884934009,13,21.962718483090562,10.313254704827813,linen,satin,printed,handloom,352156,1576,25.611933441539502,WH-A,Priya,Night,34.6570424127226,78.79163066738617,Minor issue,Low
133.0,167.0,19.641706457280975,4.44414848891889,4,0.22854382923588532,8,16.640559254565375,11.512334853092716,silk,plain,dyed,handloom,367697,4125,30.672349244188798,WH-C,Suresh,Night,38.43212523457363,59.85597443750051,Recheck,Low
187.0,230.0,91.9262781865611,8.716359240030052,5,0.8729011938065913,13,29.284039730974342,4.425751844589131,cotton,plain,raw,powerloom,702960,2226,19.003948987430114,WH-C,Priya,Evening,40.30715504773342,50.501862869224794,Approved,Low
134.0,141.0,116.34844231896145,3.31708110992286,2,1.0515452426386807,3,7.425610852478101,12.288812822261393,cotton,,raw,powerloom,684060,2894,55.27492662939225,WH-A,Ramesh,Evening,27.167248053991806,44.25163542337248,OK,High
211.0,100.0,39.23101216872514,6.667221583526137,5,0.8879677592386501,11,32.436459551060864,13.494352736624593,silk,satin,raw,handloom,878523,4989,35.787447275913436,WH-B,Ramesh,,30.58018998672281,39.059169691287494,Approved,Low
245.0,95.0,56.633444609150395,3.0092727526032137,5,1.1116586847993972,9,35.98512377819541,12.78622668719051,linen,plain,raw,handloom,153475,2546,46.094827801524005,WH-B,John,Morning,36.10816584667916,69.42093530444029,Approved,Medium
343.0,221.0,56.849623748934675,1.9670357071916569,1,1.2927787981183851,9,26.20021700360389,9.87477831794767,wool,twill,printed,handloom,132603,4543,43.642815310770516,WH-B,Ramesh,Morning,36.20367743431452,71.88665776666794,Approved,Medium
255.0,123.0,74.08095259437525,1.112570033084521,3,0.36128382200354514,5,11.655750919998479,5.444376279208226,silk,plain,raw,handloom,902702,4547,27.915716395992185,WH-C,Ramesh,Night,34.46391419055888,66.15252889872872,Recheck,High
308.0,259.0,67.83627542201262,5.143562449999128,2,0.8776104932339762,11,37.50465847341595,13.602762452288932,cotton,plain,dyed,powerloom,593658,1086,7.488399085073636,WH-B,Anita,Evening,20.811413902440393,85.16969779712159,Looks fine,Low
313.0,325.0,78.26739716642496,8.95468932219675,1,0.5931148556383784,4,16.806476730009432,3.6310901079933533,,satin,printed,handloom,896481,311,32.23200322475921,WH-B,Priya,Night,33.38371996437348,71.05238427708213,Looks fine,Medium
,395.0,,6.769093765653706,3,0.5807614908333251,7,19.306328672044344,4.7827485790925754,wool,plain,raw,powerloom,548010,1887,20.600443073975242,WH-B,Priya,,31.849081210838087,77.3658196166964,Looks fine,High
246.0,211.0,22.336855069228875,3.6672182614879762,1,0.40684335306534913,14,35.065413304759765,11.86988639115052,wool,twill,dyed,handloom,529474,2186,46.98994429739643,WH-C,Suresh,Morning,26.473808506883678,88.48383532089238,Approved,Low
251.0,217.0,22.425458387818317,8.433733439321117,5,0.5512131179800808,2,5.140423519363531,6.111126689305527,,twill,printed,handloom,740219,3627,55.20453960203146,WH-C,Anita,,23.421380081516133,40.842871952568544,Looks fine,Medium
159.0,289.0,99.84076317954224,6.423176363783266,3,1.3067947452173316,2,21.9170257847921,3.901755062969913,linen,,dyed,powerloom,890138,4455,43.7967056356671,WH-C,John,Evening,24.091690364872218,48.790680242529646,Recheck,High
308.0,325.0,61.73919588900823,4.325223953813956,2,1.1244657795514015,11,37.1551658009028,13.905964394582318,polyester,satin,dyed,handloom,750345,865,23.759955371751175,WH-A,Ramesh,Morning,33.50746679725228,61.97915772123861,Minor issue,Low
94.0,287.0,34.281121406013966,5.323244160192545,1,0.2615220476109511,10,12.51269289181231,8.334553086698595,linen,satin,raw,powerloom,361274,1375,23.47020981294477,WH-C,John,Morning,41.535473498839806,32.996566469808975,Recheck,Low
,343.0,45.21226295729433,9.33047552954144,2,1.4326531371063636,8,12.77718090483998,4.275959618613393,wool,plain,raw,handloom,435055,3690,8.43142884855288,WH-B,Ramesh,Night,24.909550309472394,60.77817646476688,Looks fine,Low
90.0,113.0,57.23747006264265,1.2472784608079912,1,1.1997378105043435,9,23.09564119581239,3.845055222779376,linen,twill,dyed,handloom,958368,1596,54.91598254833389,WH-A,John,Night,29.503044889621105,53.04920443961713,Approved,Low
223.0,,63.83304333149591,5.335689474519028,4,1.3539686612570816,12,14.50261289079657,10.69292038243487,linen,satin,printed,handloom,412971,2933,7.641407699810792,WH-B,Ramesh,Night,24.9342091864458,30.177183024181183,Approved,Low
110.0,246.0,94.55443594748427,4.697051418369473,2,0.711379852587131,12,26.451948709686956,11.840679684217646,polyester,satin,printed,handloom,583814,2673,8.74337699197269,WH-B,Anita,Night,28.06228149823919,57.238192680216045,Recheck,Low
344.0,379.0,75.6087731411535,8.939074641573411,2,1.1903469340306587,5,27.1463240854564,5.492605619404255,polyester,twill,printed,powerloom,487105,4645,17.320769890318935,WH-B,Anita,Night,41.860360866368,45.62872094626684,Approved,Medium
182.0,298.0,111.5266371863452,2.7109284779049703,4,1.261673443312354,8,33.875696947243284,7.967156807295754,wool,satin,raw,handloom,169754,4989,22.71796197631638,WH-C,Anita,Morning,31.8541058360128,51.81886904427259,OK,High
118.0,147.0,102.37775968963925,8.341298371917405,5,0.48590212319315185,10,15.259388673324509,5.094345751460317,wool,plain,dyed,powerloom,644801,4881,13.615444698873068,WH-A,John,Night,28.190929243544844,53.74300091212589,OK,Medium
194.0,147.0,49.86156975403715,5.9311859823295405,5,1.1388630992442572,10,24.269809453760004,13.631225492581796,polyester,twill,printed,powerloom,675587,1385,14.307521295776835,WH-B,Ramesh,,30.28157718232672,66.52886462380502,Recheck,Low
316.0,213.0,57.511321858398574,5.835192774785666,4,1.3091312477734767,12,30.776254668700414,13.269964320691402,cotton,satin,dyed,powerloom,686769,2057,49.067936131483336,WH-C,Priya,Evening,41.111773753351905,39.054124811732144,Minor issue,Low
326.0,145.0,62.658397550891586,4.512924797753654,5,1.3325079540582225,9,39.623595624902975,4.2998175292976395,polyester,twill,printed,powerloom,520863,2554,9.776884861667092,WH-C,Anita,Night,36.74537228374973,61.85429824148049,Looks fine,Medium
,213.0,89.14739886540991,1.7412160338153067,2,0.3014358139678297,9,11.505833750602969,14.78937504994337,wool,twill,printed,powerloom,800528,3602,51.01128157230434,WH-B,Ramesh,Evening,44.34293551857173,73.22971009771884,Minor issue,Medium
246.0,280.0,20.73857370641189,5.829795490563608,1,0.837427009749747,5,30.843931460794373,14.51383732275887,cotton,twill,dyed,handloom,840941,4115,16.30662662335275,WH-B,Priya,Night,25.150908038167017,74.9271909134016,Recheck,Low
307.0,173.0,50.81508867903444,2.24241711646444,5,0.6310038157412049,6,39.784448253017764,5.880528369186816,silk,plain,raw,powerloom,183591,4323,47.97079828265872,WH-A,Priya,Night,44.47194013756672,74.78275545043853,Minor issue,High
273.0,361.0,84.27166469807226,4.02988306312853,3,0.30709507354314497,13,30.68599700206558,4.040726516290435,silk,plain,dyed,handloom,936685,4901,33.1103599552936,WH-A,John,Night,36.01248815215891,48.78309220079201,Minor issue,Medium
340.0,209.0,28.94500900280417,7.090038274944894,5,1.0489075672739137,13,32.030862094444586,12.029799322758892,silk,satin,raw,powerloom,155228,2647,39.486301055179254,WH-B,Ramesh,Morning,23.95209487828756,62.35943842140095,OK,Low
130.0,,68.44368580468776,0.8495669616026044,3,0.7382109127532138,10,16.20632408846582,14.846323751492665,cotton,satin,raw,powerloom,592460,4163,50.92688080567086,WH-C,Ramesh,Evening,37.771095273266184,87.19736760375876,Approved,Medium
87.0,230.0,101.64029980281991,7.376355998347319,2,1.2935998780070121,1,33.04567742441796,7.2648244058567615,wool,satin,raw,handloom,817674,165,18.24026027063991,WH-B,Anita,Night,43.08150194680523,42.65229961295793,Minor issue,High
97.0,112.0,87.93932624174087,2.6243997424295338,5,0.8344055345473756,3,31.511659425346437,11.187602597264819,cotton,plain,dyed,powerloom,364145,1850,56.149277654063475,WH-C,John,Morning,29.233707211514822,38.01175909801724,Approved,High
220.0,181.0,75.15299166749836,5.299205452548804,2,0.6277193933028409,10,24.009159600964754,4.921930008108163,cotton,,raw,powerloom,780374,1594,12.173761769566166,WH-C,Anita,Evening,23.11197653309662,73.26338219708683,OK,Low
264.0,157.0,101.05840721749044,4.6368405962744745,1,1.3899381192235143,1,37.193351323205015,12.206517833345062,cotton,satin,printed,handloom,345255,687,26.08391647566152,WH-C,Anita,Morning,31.34866630581944,46.683681919891804,Recheck,High
262.0,96.0,16.223450946790162,4.382588352118724,5,1.2801303247692366,2,8.948688514794696,13.122945343745847,cotton,plain,raw,handloom,191772,4241,49.65173270528816,WH-B,Suresh,Morning,25.064873994464644,65.8497612104594,Looks fine,Medium
130.0,290.0,28.76612783427047,6.452050077028075,1,1.4049925104297385,13,38.07485476178859,6.868842532580286,wool,plain,dyed,handloom,664669,4563,37.951542984555985,WH-B,Ramesh,Morning,29.751436539582457,57.34582033595869,Recheck,Low
165.0,201.0,61.10597013751891,8.262600723995028,2,0.30739513631400434,0,31.75359287807211,11.444280300789242,silk,,dyed,handloom,910320,3514,19.859392309664607,WH-C,John,Night,26.787369240642626,64.05489437326494,Approved,High
289.0,109.0,24.467535165322616,8.02001009538038,2,0.6242756188799299,12,31.643769883085117,7.750555514665014,cotton,plain,dyed,handloom,205732,1296,37.44482102936154,WH-A,Ramesh,Morning,43.601786806453134,33.7102617675437,Minor issue,Low
261.0,296.0,28.559956532934073,7.459704614945058,5,0.35931427058235094,2,18.247340807401965,7.21497692208842,wool,satin,printed,powerloom,449270,1652,56.612030008800986,WH-A,Anita,Evening,22.681586402190867,85.13291822340821,Minor issue,Medium
207.0,354.0,88.54857162746967,9.16998084198329,1,1.3561118446537355,8,6.0240524934771535,11.973952396608663,cotton,plain,printed,handloom,689908,2729,50.139861747105655,WH-B,Anita,Evening,22.578570684604568,61.94218791921766,OK,Low
341.0,230.0,65.72500685400395,8.0561323165923,5,1.3543355901404595,3,17.979259892171914,8.635903643628039,silk,twill,printed,handloom,768135,3401,25.909607021535614,WH-C,Priya,Night,23.8298552463147,70.14979120078775,Minor issue,High
254.0,,99.34250939474745,2.989671121155812,5,0.1962706350458729,1,37.70531202105039,5.2050810456108465,polyester,twill,raw,handloom,334611,4795,10.870052255572308,WH-C,Anita,Morning,34.58444261875266,55.888573779294816,Minor issue,High
245.0,223.0,104.86354271547788,5.0141163934557245,4,0.5284025229894584,0,5.425872184966861,5.383702717523755,,satin,printed,powerloom,960944,3717,42.76964684615648,WH-A,Priya,Morning,38.58920320675037,32.31342736116189,Approved,High
126.0,397.0,16.86297958813733,2.95495441573537,4,0.922437570928167,2,6.190286988071658,5.118878923022379,cotton,satin,dyed,powerloom,635174,2373,34.52905914846056,WH-C,Priya,Night,24.187110048771423,46.3407684681475,Recheck,Medium
173.0,163.0,93.08626729431452,9.335166413899303,3,1.228751943379531,1,32.09826565166455,11.812442747109948,,twill,dyed,handloom,336577,3002,44.781073964396256,WH-C,Priya,Night,38.4843550281101,76.27838669778191,OK,High
128.0,253.0,96.64962774074156,5.758350300527342,1,0.828034814173888,1,35.15430069907934,11.206404916329387,polyester,plain,raw,powerloom,666380,2326,59.10291509022166,WH-B,John,Night,24.35942215377699,67.87615481284854,OK,High
210.0,,44.787863945247665,,1,0.9858872762230254,4,22.834039808365848,12.211129598908634,silk,,printed,powerloom,169691,3081,41.61949280535,WH-A,John,Night,34.00583357576207,36.65437539929843,OK,Medium
179.0,336.0,97.29474966200729,9.885585188683493,5,0.21047776633815685,6,27.49834743021753,10.31650822955121,cotton,twill,dyed,handloom,291012,2739,22.8460697119614,WH-A,Anita,Morning,24.593626967239313,70.93317506522652,Looks fine,High
200.0,356.0,82.62244176903505,9.009087572720674,3,1.182306722104238,1,8.193902717005738,13.941735313162118,wool,twill,raw,handloom,684218,4186,59.592167547420004,WH-B,Ramesh,Night,43.78531387704645,79.74604517569978,Minor issue,High
320.0,280.0,61.425059278350666,8.574705582716081,1,1.2747792932853197,10,37.23698266460891,9.693393694250517,wool,plain,dyed,handloom,356469,301,32.86482492909999,WH-C,Suresh,Night,42.957236740802955,85.71914365962601,OK,Low
326.0,,105.00229314356308,,1,0.7622148019349742,12,37.96561227110187,7.849433875568826,polyester,plain,printed,powerloom,979917,2410,56.63672443202376,WH-B,Suresh,Night,24.284828386747275,66.70725958438388,Approved,Low
244.0,344.0,117.24493895216547,5.225365415143654,1,0.24464956446231576,1,38.664036802553554,4.239501345648687,cotton,satin,printed,powerloom,131894,135,31.502104415558634,WH-C,Suresh,Night,43.78971005119874,51.377429335986186,Looks fine,High
291.0,,111.93125630591688,5.217273698653891,3,0.4504676117028269,2,6.614991098735681,5.044235906933115,polyester,twill,dyed,powerloom,565395,4896,45.19183137316088,WH-B,Suresh,Night,31.50540000802363,34.755308654115886,Approved,Medium
324.0,253.0,30.62735071080096,5.247338110331339,3,1.2727670994357934,5,39.94682427520906,5.381460820142656,cotton,satin,printed,powerloom,220621,501,11.356546508776177,WH-A,Priya,Night,35.381133236843965,53.82189552038663,OK,Medium
192.0,376.0,,3.0051078740512747,3,1.1866650898513582,2,10.220371738017981,8.474629866570815,linen,plain,printed,powerloom,658586,552,29.23682697974086,WH-C,Suresh,Morning,25.541395956659432,82.3404074898465,Looks fine,High
262.0,394.0,46.82630774497765,5.418829602565588,2,0.7813903712197725,0,22.181509636573313,7.979131407292593,polyester,twill,raw,handloom,624696,2159,12.201023730844298,WH-A,John,Evening,20.02924657295226,31.850171322391635,Looks fine,High
260.0,289.0,72.9513763566434,,1,0.8511940830340607,9,7.880000820553918,13.977876201254503,linen,plain,printed,powerloom,953469,3698,20.530328428282974,WH-A,John,Night,26.31115970126647,51.29327470827803,Minor issue,Low
188.0,185.0,119.30531882038537,9.132848901813768,1,1.4313070457791481,9,18.166595280826122,4.259814839911253,linen,plain,raw,handloom,378699,3210,18.51861901737355,WH-C,John,Morning,44.36084068339804,62.58749643194026,Approved,Medium
122.0,157.0,82.78478355791553,,3,0.9605735006094419,13,28.707206210152716,13.402350844073425,linen,satin,raw,powerloom,484223,3023,20.112290634986003,WH-A,John,Morning,26.287621535524718,74.33701838152855,Recheck,Low
93.0,300.0,32.76846146436332,9.734502265683595,2,0.5695788054537099,2,39.18576125950714,8.849040231588504,polyester,twill,raw,handloom,156779,3948,15.305787726825567,WH-C,Ramesh,Evening,29.789732904700863,82.2817872403387,Recheck,Medium
148.0,,89.97197199649625,8.998413505226669,4,0.9680157545067148,5,13.603693261136817,6.641584195976318,linen,satin,raw,handloom,136102,2636,6.684421559122473,WH-A,Ramesh,Morning,27.82186662802138,38.49513375732288,Minor issue,Medium
176.0,124.0,22.129292780381753,0.9170272550776825,4,0.3388552838068938,10,27.848999142757922,12.274760328532258,linen,satin,raw,handloom,641401,261,57.68185444311808,WH-A,Suresh,Morning,39.00483333888819,37.93679100950307,OK,Low
90.0,127.0,110.3440227253796,2.899722240960044,5,0.5564098419249814,10,22.157550606806772,6.163693283833945,polyester,twill,dyed,powerloom,645392,4497,5.025187373161494,WH-B,Anita,Night,36.213400677893674,48.705760918959285,OK,High
264.0,158.0,42.153758346348205,,4,0.6842193002628256,5,28.820697605643897,3.7304585339258804,polyester,satin,dyed,powerloom,523349,3790,32.43427815557141,WH-C,Anita,,30.534054304403142,73.1724908650497,OK,Medium
184.0,239.0,17.521022191627942,4.466421867883071,4,0.47273479116871364,0,8.427323881916099,7.358004459954806,silk,twill,dyed,handloom,496227,4446,57.141987937496225,WH-A,Priya,Evening,24.739233437654168,56.98569784778883,OK,High
236.0,297.0,51.367929772080714,4.805369092075494,4,0.6948108725300005,4,24.138364401481162,6.916955440158032,linen,twill,printed,powerloom,954808,4604,36.375307809060104,WH-C,John,Morning,21.96382444105612,49.35004067667933,OK,High
169.0,250.0,116.80497426469944,0.5235638682625972,4,0.8647032190397438,1,14.795438669344025,7.160746419488339,cotton,plain,dyed,handloom,915143,1817,10.269282507436515,WH-A,Suresh,Evening,21.03013201475759,56.13760210776108,OK,High
